County,State,mean_life_expectancy,State_FIPS,County_FIPS,age_15_to_44_percentage
Madera County,California,78.9675915817164,06,039,74.1
Marin County,California,84.1641989359273,06,041,81.2
Mariposa County,California,80.3362251688537,06,043,85.7
Mendocino County,California,78.6500830383081,06,045,79.9
Merced County,California,78.6838148179829,06,047,72.0
Modoc County,California,77.8998017368993,06,049,81.9
Mono County,California,85.128377239051,06,051,83.3
Monterey County,California,81.9185117287455,06,053,76.2
Napa County,California,81.0720024251202,06,055,79.6
Nevada County,California,81.2593934799348,06,057,82.9
Orange County,California,82.3839819579677,06,059,78.2
Placer County,California,81.4678387425728,06,061,78.2
Plumas County,California,78.5189520450344,06,063,82.8
Riverside County,California,80.4402769706343,06,065,75.0
Sacramento County,California,79.132092350364,06,067,76.8
San Benito County,California,81.8444776151262,06,069,75.0
San Bernardino County,California,78.6487652383866,06,071,74.3
San Diego County,California,81.4679164471467,06,073,79.3
San Francisco County,California,82.485751145669,06,075,88.1
San Joaquin County,California,78.2220036604945,06,077,73.9
San Luis Obispo County,California,81.2489637100771,06,079,83.6
San Mateo County,California,83.4967990283785,06,081,79.5
Santa Barbara County,California,81.7882481086712,06,083,79.4
Santa Clara County,California,83.500114935863,06,085,78.2
Santa Cruz County,California,81.5626211749038,06,087,81.2
Shasta County,California,76.0662043800792,06,089,79.9
Sierra County,California,79.0329351185959,06,091,85.8
Siskiyou County,California,76.7979664249462,06,093,81.4
Solano County,California,79.6800244647687,06,095,78.4
Sonoma County,California,81.1485223965982,06,097,80.2
Stanislaus County,California,77.9770812106916,06,099,74.2
Sutter County,California,78.7426896341866,06,101,75.4
Tehama County,California,77.9506792628036,06,103,77.6
Trinity County,California,76.9955672863657,06,105,85.6
Tulare County,California,78.2025078803788,06,107,70.9
Tuolumne County,California,79.044258406196,06,109,84.8
Ventura County,California,81.7761931721516,06,111,77.3
Yolo County,California,80.7386624179938,06,113,79.4
Yuba County,California,75.9458062203812,06,115,73.1
Alamosa County,Colorado,76.4616841387818,08,003,77.8
Archuleta County,Colorado,81.4870439008997,08,007,82.3
Baca County,Colorado,77.2704980116003,08,009,81.1
Bent County,Colorado,75.9350821641372,08,011,88.9
Chaffee County,Colorado,81.3491483892739,08,015,86.3
Cheyenne County,Colorado,79.6023492108261,08,017,79.5
Clear Creek County,Colorado,81.7821524704633,08,019,84.9
Conejos County,Colorado,77.0258356905695,08,021,76.0
Costilla County,Colorado,77.4765309356295,08,023,80.9
Crowley County,Colorado,77.8467351587918,08,025,89.9
Custer County,Colorado,81.3160951778407,08,027,88.1
Delta County,Colorado,78.5857114920751,08,029,81.5
Dolores County,Colorado,79.6818226875829,08,033,78.8
Douglas County,Colorado,83.398137452493,08,035,72.2
Eagle County,Colorado,87.8651173312628,08,037,80.0
Elbert County,Colorado,81.2848837662553,08,039,78.1
El Paso County,Colorado,79.5325202986677,08,041,76.5
Fremont County,Colorado,77.2534699163747,08,043,87.3
Garfield County,Colorado,80.6723210779454,08,045,76.3
Gilpin County,Colorado,80.5058523843539,08,047,85.0
Grand County,Colorado,83.3911146189488,08,049,81.9
Gunnison County,Colorado,82.5765389495522,08,051,83.4
Huerfano County,Colorado,76.886483043344,08,055,83.5
Jackson County,Colorado,79.8747254930755,08,057,80.7
Kiowa County,Colorado,77.8278281310628,08,061,75.0
Kit Carson County,Colorado,78.7539822578827,08,063,82.2
Lake County,Colorado,80.838132827301,08,065,76.5
La Plata County,Colorado,81.8467654951257,08,067,82.5
Larimer County,Colorado,81.5278668733351,08,069,80.8
Las Animas County,Colorado,76.7407696975048,08,071,81.6
Lincoln County,Colorado,79.4178092826071,08,073,86.7
Logan County,Colorado,79.0949385769402,08,075,83.6
Mesa County,Colorado,78.7674543057644,08,077,78.6
Moffat County,Colorado,78.3930826953069,08,081,74.7
Montezuma County,Colorado,77.5115724550133,08,083,79.1
Montrose County,Colorado,79.6067950700064,08,085,78.4
Morgan County,Colorado,78.3030515948637,08,087,75.1
Otero County,Colorado,75.7111807102341,08,089,78.4
Ouray County,Colorado,84.2222044140032,08,091,87.3
Park County,Colorado,82.4733990891643,08,093,84.5
Phillips County,Colorado,80.1194776987327,08,095,75.7
Pitkin County,Colorado,89.6648153256682,08,097,86.0
Prowers County,Colorado,76.8340804383445,08,099,74.3
Pueblo County,Colorado,77.094553026069,08,101,77.3
Rio Blanco County,Colorado,79.3559610492821,08,103,79.3
Rio Grande County,Colorado,77.1676477578974,08,105,76.9
Routt County,Colorado,83.0289544645963,08,107,82.5
Saguache County,Colorado,80.3484813709541,08,109,80.4
San Miguel County,Colorado,85.3741700410346,08,113,83.1
Sedgwick County,Colorado,78.1950772359603,08,115,82.6
Summit County,Colorado,89.9631891686862,08,117,84.8
Teller County,Colorado,80.4486314426082,08,119,82.5
Washington County,Colorado,79.9994991153517,08,121,80.9
Yuma County,Colorado,79.1559316064511,08,125,78.6
Adams County,Colorado,80.114402788454,08,001,74.0
Arapahoe County,Colorado,80.114402788454,08,005,76.5
Boulder County,Colorado,80.114402788454,08,013,81.3
Broomfield County,Colorado,80.114402788454,08,014,76.2
Denver County,Colorado,80.114402788454,08,031,80.5
Jefferson County,Colorado,80.114402788454,08,059,80.2
Weld County,Colorado,80.114402788454,08,123,74.8
Fairfield County,Connecticut,82.361563205464,09,001,77.4
Hartford County,Connecticut,80.45268370516,09,003,79.2
Litchfield County,Connecticut,80.6126221620776,09,005,81.3
Middlesex County,Connecticut,81.2500528358246,09,007,81.1
New Haven County,Connecticut,80.1729267704691,09,009,79.7
New London County,Connecticut,80.1491336655257,09,011,81.0
Tolland County,Connecticut,81.786493464423,09,013,82.3
Windham County,Connecticut,79.1337741835024,09,015,80.1
Kent County,Delaware,77.6499786880756,10,001,76.7
New Castle County,Delaware,78.7647932114062,10,003,78.7
Sussex County,Delaware,78.6763072946828,10,005,81.1
Alachua County,Florida,78.7919425921797,12,001,83.2
Baker County,Florida,75.5212181623326,12,003,77.2
Bay County,Florida,76.4660813157135,12,005,80.2
Bradford County,Florida,76.1902715953288,12,007,83.9
Brevard County,Florida,78.3330796870858,12,009,82.5
Broward County,Florida,80.5650531347463,12,011,79.5
Calhoun County,Florida,75.6943342878028,12,013,82.9
Charlotte County,Florida,80.4284537804809,12,015,87.2
Citrus County,Florida,76.4681482910462,12,017,85.8
Clay County,Florida,77.9259215123163,12,019,76.8
Collier County,Florida,84.3190295276291,12,021,82.3
Columbia County,Florida,75.5977790791096,12,023,80.1
Miami-Dade County,Florida,81.1234565201074,12,086,80.1
DeSoto County,Florida,79.7087112323078,12,027,82.6
Dixie County,Florida,75.2446510785173,12,029,83.8
Duval County,Florida,76.5390715004831,12,031,78.1
Escambia County,Florida,75.8996052771069,12,033,80.7
Flagler County,Florida,79.5278588605028,12,035,82.0
Franklin County,Florida,76.2687045965907,12,037,85.9
Gadsden County,Florida,75.7781182334425,12,039,79.7
Gilchrist County,Florida,76.9549182859829,12,041,82.6
Glades County,Florida,80.8626224515423,12,043,81.8
Gulf County,Florida,76.7041030080508,12,045,88.4
Hamilton County,Florida,76.2504227694229,12,047,84.6
Hardee County,Florida,79.0372669912688,12,049,77.0
Hendry County,Florida,77.9010640777765,12,051,74.8
Hernando County,Florida,77.3010243498065,12,053,81.8
Highlands County,Florida,79.3108383100278,12,055,83.0
Hillsborough County,Florida,78.7344657791495,12,057,78.2
Holmes County,Florida,74.3769076881332,12,059,83.2
Indian River County,Florida,80.5353504178124,12,061,83.0
Jackson County,Florida,75.6572242778723,12,063,83.7
Jefferson County,Florida,77.105237152819,12,065,84.5
Lafayette County,Florida,76.9386335655433,12,067,83.0
Lake County,Florida,79.4075989109908,12,069,80.8
Lee County,Florida,81.6434872180073,12,071,82.0
Leon County,Florida,79.5046507466643,12,073,81.8
Levy County,Florida,75.2648595949867,12,075,80.1
Liberty County,Florida,76.2864345782619,12,077,86.0
Madison County,Florida,75.3802096490306,12,079,81.5
Manatee County,Florida,80.6401375278797,12,081,81.2
Marion County,Florida,77.2193842479713,12,083,82.2
Martin County,Florida,81.6918626898687,12,085,84.3
Monroe County,Florida,79.6572423356517,12,087,86.7
Nassau County,Florida,77.6273796286286,12,089,80.8
Okaloosa County,Florida,78.0243619781617,12,091,80.1
Okeechobee County,Florida,76.6928309950686,12,093,79.8
Orange County,Florida,79.907746185422,12,095,78.8
Osceola County,Florida,79.4141527712853,12,097,76.5
Palm Beach County,Florida,81.9478048279696,12,099,81.4
Pasco County,Florida,77.8138523845587,12,101,80.4
Pinellas County,Florida,78.6699666288068,12,103,83.7
Polk County,Florida,78.3866007118166,12,105,78.4
Putnam County,Florida,74.824728147007,12,107,79.5
Saint Johns County,Florida,81.0314147503521,12,109,79.4
Saint Lucie County,Florida,79.7759103073056,12,111,79.8
Santa Rosa County,Florida,77.9439581693406,12,113,79.4
Sarasota County,Florida,81.4743257016792,12,115,85.5
Seminole County,Florida,80.4267833401531,12,117,79.4
Sumter County,Florida,81.3091282658141,12,119,92.8
Suwannee County,Florida,75.6351396305189,12,121,80.8
Taylor County,Florida,75.867327971606,12,123,83.8
Union County,Florida,69.0842926635716,12,125,87.9
Volusia County,Florida,77.4474098595231,12,127,82.9
Wakulla County,Florida,76.5579235348067,12,129,81.6
Walton County,Florida,77.7370870344531,12,131,82.3
Washington County,Florida,74.4336357205743,12,133,83.2
Appling County,Georgia,74.9345343621424,13,001,77.0
Atkinson County,Georgia,73.9687683772182,13,003,74.9
Bacon County,Georgia,73.5924839273872,13,005,78.2
Baker County,Georgia,77.6093613310299,13,007,81.7
Baldwin County,Georgia,76.3589481043216,13,009,82.3
Banks County,Georgia,76.9206951845027,13,011,77.0
Barrow County,Georgia,76.568775709694,13,013,73.4
Bartow County,Georgia,76.2401395708099,13,015,75.6
Ben Hill County,Georgia,73.713227095883,13,017,74.3
Berrien County,Georgia,75.4720784517024,13,019,78.2
Bibb County,Georgia,73.9123435117015,13,021,75.4
Bleckley County,Georgia,76.1132929655014,13,023,79.4
Brantley County,Georgia,74.8752724973373,13,025,75.4
Brooks County,Georgia,75.4456931980419,13,027,78.6
Bryan County,Georgia,76.2090812741944,13,029,72.3
Bulloch County,Georgia,77.1197815582943,13,031,81.3
Burke County,Georgia,73.6781476098738,13,033,73.4
Butts County,Georgia,74.1140850897095,13,035,81.9
Calhoun County,Georgia,75.2998074781914,13,037,85.1
Camden County,Georgia,77.7735434870564,13,039,76.3
Candler County,Georgia,74.0567782956218,13,043,74.8
Carroll County,Georgia,75.2022873519906,13,045,76.4
Catoosa County,Georgia,77.9247757438196,13,047,77.0
Charlton County,Georgia,76.7697615807727,13,049,83.9
Chatham County,Georgia,77.5184797541465,13,051,78.7
Chattahoochee County,Georgia,76.84255932623,13,053,81.0
Chattooga County,Georgia,73.8317108439486,13,055,80.1
Cherokee County,Georgia,79.7496679472048,13,057,74.7
Clarke County,Georgia,78.2615876465466,13,059,83.0
Clay County,Georgia,74.8432062452083,13,061,72.5
Clayton County,Georgia,76.7325719862389,13,063,72.6
Clinch County,Georgia,73.408491917808,13,065,75.7
Cobb County,Georgia,79.9283366661823,13,067,76.5
Coffee County,Georgia,75.2157891526563,13,069,77.3
Colquitt County,Georgia,75.0860049176497,13,071,75.4
Columbia County,Georgia,80.1160154662685,13,073,75.1
Cook County,Georgia,74.7696432807423,13,075,75.2
Coweta County,Georgia,78.2106345028716,13,077,75.2
Crawford County,Georgia,76.58022808544,13,079,77.1
Crisp County,Georgia,75.6681687717805,13,081,73.9
Dade County,Georgia,75.3966077791311,13,083,80.8
Dawson County,Georgia,77.8413801559133,13,085,80.1
Decatur County,Georgia,74.7688125394424,13,087,76.1
DeKalb County,Georgia,79.3320318728214,13,089,77.0
Dodge County,Georgia,75.6240895589048,13,091,80.4
Dooly County,Georgia,78.270500402471,13,093,82.0
Dougherty County,Georgia,75.1444111594597,13,095,75.2
Douglas County,Georgia,77.2553994583244,13,097,74.1
Early County,Georgia,74.1746109809755,13,099,74.9
Echols County,Georgia,77.6281901979393,13,101,79.0
Effingham County,Georgia,76.4578448594999,13,103,74.4
Elbert County,Georgia,74.9297782306706,13,105,79.2
Emanuel County,Georgia,73.1875806317402,13,107,76.9
Evans County,Georgia,75.1835484789051,13,109,76.7
Fannin County,Georgia,76.688033522143,13,111,83.6
Fayette County,Georgia,80.7802913886552,13,113,77.2
Floyd County,Georgia,75.4551048703234,13,115,77.6
Forsyth County,Georgia,81.2375145242419,13,117,72.3
Franklin County,Georgia,74.5581372850625,13,119,79.3
Fulton County,Georgia,78.4328501920243,13,121,78.0
Gilmer County,Georgia,78.1821220728799,13,123,80.0
Glascock County,Georgia,74.0702002494758,13,125,75.6
Glynn County,Georgia,77.1794930798449,13,127,77.8
Gordon County,Georgia,75.8399271754514,13,129,75.5
Grady County,Georgia,76.151119404243,13,131,76.1
Greene County,Georgia,77.7320535995304,13,133,81.3
Gwinnett County,Georgia,80.4465430438862,13,135,73.6
Habersham County,Georgia,77.6419958353258,13,137,78.0
Hall County,Georgia,78.7457723645131,13,139,74.6
Hancock County,Georgia,76.1199783068919,13,141,86.6
Haralson County,Georgia,73.553644831127,13,143,78.5
Harris County,Georgia,79.2890077652842,13,145,79.2
Hart County,Georgia,77.1294577753602,13,147,80.0
Heard County,Georgia,75.2250279243881,13,149,77.1
Henry County,Georgia,77.2668197628104,13,151,73.3
Houston County,Georgia,77.5707003222215,13,153,75.5
Irwin County,Georgia,75.5319125492145,13,155,76.9
Jackson County,Georgia,76.1779796658862,13,157,76.2
Jasper County,Georgia,76.2323285378843,13,159,78.3
Jeff Davis County,Georgia,73.7586459215342,13,161,73.2
Jefferson County,Georgia,73.2040306163978,13,163,73.0
Jenkins County,Georgia,74.1817912893906,13,165,77.6
Johnson County,Georgia,76.4532268359357,13,167,84.0
Jones County,Georgia,78.2209896513889,13,169,76.8
Lamar County,Georgia,74.9977890915742,13,171,80.8
Lanier County,Georgia,75.5325124997842,13,173,77.3
Laurens County,Georgia,74.949039342625,13,175,76.1
Lee County,Georgia,77.5265837874481,13,177,74.4
Liberty County,Georgia,76.8668130027685,13,179,72.2
Lincoln County,Georgia,76.2155783286932,13,181,81.4
Long County,Georgia,78.3991318448588,13,183,74.4
Lowndes County,Georgia,76.2453956744472,13,185,76.8
Lumpkin County,Georgia,78.0597439768539,13,187,81.7
McDuffie County,Georgia,74.41963111247,13,189,74.8
McIntosh County,Georgia,79.4457187215119,13,191,83.9
Macon County,Georgia,74.3211885630731,13,193,81.6
Madison County,Georgia,75.8992950836721,13,195,78.3
Marion County,Georgia,76.7225770981052,13,197,77.7
Meriwether County,Georgia,74.8538276665634,13,199,78.9
Miller County,Georgia,74.1545691223151,13,201,78.7
Mitchell County,Georgia,75.188921032314,13,205,77.5
Monroe County,Georgia,77.4406245257145,13,207,80.4
Montgomery County,Georgia,75.5819616344513,13,209,81.2
Morgan County,Georgia,77.5545771533365,13,211,77.7
Murray County,Georgia,75.1415400042245,13,213,76.2
Muscogee County,Georgia,74.9242055218078,13,215,76.7
Newton County,Georgia,76.388924256193,13,217,73.9
Oconee County,Georgia,80.4602667100514,13,219,74.3
Oglethorpe County,Georgia,78.1537582497183,13,221,78.6
Paulding County,Georgia,78.5126316183096,13,223,72.9
Peach County,Georgia,74.5309944327822,13,225,79.6
Pickens County,Georgia,77.550434569024,13,227,79.7
Pierce County,Georgia,75.1711946674867,13,229,76.0
Pike County,Georgia,76.0207025888261,13,231,75.9
Polk County,Georgia,73.7433236411906,13,233,76.0
Pulaski County,Georgia,77.8146750421041,13,235,77.5
Putnam County,Georgia,77.2313879034576,13,237,81.3
Quitman County,Georgia,75.7144452783848,13,239,78.9
Rabun County,Georgia,77.6420387387985,13,241,82.2
Randolph County,Georgia,76.2313513334328,13,243,78.2
Richmond County,Georgia,74.1469853140117,13,245,77.0
Rockdale County,Georgia,77.993058268219,13,247,75.3
Schley County,Georgia,77.7098948093512,13,249,76.9
Screven County,Georgia,74.8304509951324,13,251,75.9
Seminole County,Georgia,74.6911176414227,13,253,79.5
Spalding County,Georgia,74.6289363569151,13,255,75.9
Stephens County,Georgia,73.7317044967219,13,257,78.8
Stewart County,Georgia,75.0193609662896,13,259,88.5
Sumter County,Georgia,75.156794709651,13,261,76.8
Talbot County,Georgia,75.511691587113,13,263,81.1
Taliaferro County,Georgia,75.3022962480459,13,265,82.9
Tattnall County,Georgia,75.1143036933765,13,267,83.3
